class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
One,0.781386256,0.890640259,-0.000131464,0.723662198,0.841102898,-0.03235906,0.689273536,0.760388017,-0.051446345,0.711459517,0.684825897,-0.067307405,0.762570024,0.655518591,-0.071736299,0.697586775,0.655782044,0.015886098,0.685476959,0.545163572,-0.007542638,0.677693486,0.485695213,-0.017798327,0.672323942,0.437767148,-0.017885553,0.739148796,0.661508441,0.012577759,0.740215123,0.608207822,-0.040115949,0.739145815,0.679302633,-0.069197953,0.73787576,0.718746543,-0.065472491,0.775572896,0.677162468,0.002963177,0.776367307,0.632506788,-0.041460041,0.768657684,0.701145113,-0.059383832,0.768295765,0.73714745,-0.052896861,0.809204161,0.702758133,-0.012129619,0.808890462,0.658132672,-0.033848111,0.797182441,0.703200221,-0.045451831,0.792885482,0.733573318,-0.0407339
One,0.780972838,0.889961243,-0.000102705,0.722786963,0.840893388,-0.032279253,0.690005898,0.760608912,-0.052790806,0.709053278,0.68526572,-0.07228522,0.755390167,0.650498092,-0.082411036,0.697150826,0.655368924,0.01806982,0.684000373,0.544716716,-0.002227573,0.676261663,0.484258771,-0.010452346,0.67035979,0.436789334,-0.009382459,0.738726377,0.660838425,0.014424418,0.735816777,0.608186364,-0.035935625,0.734831035,0.679450989,-0.064947896,0.734467268,0.719473362,-0.06068103,0.775446773,0.676827431,0.00396486,0.771763861,0.634280682,-0.040258836,0.764168203,0.703901112,-0.060191698,0.764689326,0.740224898,-0.055561587,0.810429335,0.702889919,-0.010878614,0.806807518,0.660685718,-0.03483364,0.795191109,0.70622617,-0.049338106,0.791499257,0.736812413,-0.047087461
One,0.78366071,0.890030026,-0.000125835,0.724425137,0.841989398,-0.032624215,0.688587189,0.759150147,-0.050999619,0.711907089,0.683708549,-0.065228723,0.764151037,0.657194674,-0.066241272,0.698085666,0.655762017,0.01648237,0.685791135,0.545174956,-0.009525567,0.676605999,0.48468101,-0.021264598,0.670251906,0.436780393,-0.021591838,0.740121841,0.661476731,0.012460596,0.739173114,0.609891176,-0.044353079,0.738085151,0.680212438,-0.074160531,0.737529874,0.719550133,-0.070290983,0.777217031,0.677669048,0.001798793,0.775950134,0.636275828,-0.046342395,0.767676353,0.705263138,-0.063670732,0.767844915,0.740746677,-0.055521373,0.811553836,0.70414257,-0.014111343,0.808522701,0.662372649,-0.038495649,0.79574734,0.708556056,-0.049270138,0.791315556,0.73857677,-0.043183465
One,0.780281365,0.890867591,-0.000139255,0.722864568,0.841231823,-0.030833472,0.689615011,0.760873318,-0.051497966,0.713311017,0.686598301,-0.069253631,0.765290499,0.660095513,-0.076063633,0.698335648,0.657566667,0.009951888,0.686264634,0.547424197,-0.015598904,0.67766583,0.486662686,-0.028191047,0.672047973,0.438256085,-0.029844413,0.739962459,0.662399411,0.005441738,0.737909198,0.61159265,-0.047353219,0.735656202,0.679518461,-0.076223239,0.735208571,0.716855288,-0.073315881,0.776799738,0.678014159,-0.00512395,0.77510196,0.63715905,-0.049199022,0.766011298,0.703442991,-0.066998415,0.766160905,0.73722893,-0.061396856,0.811419487,0.704119027,-0.020738984,0.808504403,0.661969244,-0.042889237,0.795403838,0.706398308,-0.054942537,0.791090488,0.735431314,-0.051667526
One,0.781674743,0.891081989,-0.000127331,0.722707987,0.84315753,-0.030786162,0.689150274,0.76352334,-0.050544459,0.711281657,0.689203262,-0.06870801,0.760531127,0.660934329,-0.076013178,0.698471427,0.657613516,0.017180499,0.686435103,0.546572149,-0.001167117,0.677678823,0.486780316,-0.009063139,0.671947956,0.43951261,-0.007770684,0.740179479,0.662914217,0.013755044,0.736782551,0.609382153,-0.035851441,0.734838486,0.678208649,-0.065590106,0.735998929,0.716653943,-0.061285932,0.777024925,0.678646147,0.004286639,0.773837745,0.634486139,-0.037022091,0.765198767,0.700834751,-0.056735076,0.766242683,0.735636175,-0.051371597,0.811892033,0.705141842,-0.009600536,0.808703184,0.661774993,-0.030667482,0.796589851,0.705009222,-0.043577485,0.793835521,0.733855247,-0.039587151
One,0.785805285,0.891119897,-0.000124067,0.725166798,0.843348145,-0.033386573,0.690437853,0.762526572,-0.053461678,0.713705778,0.686101496,-0.069687001,0.765667498,0.656832457,-0.073980682,0.699185193,0.661375284,0.011828492,0.686750889,0.54927808,-0.013381667,0.678344846,0.488037765,-0.024283757,0.672737002,0.439453304,-0.02384587,0.742325187,0.666166067,0.007975651,0.739932537,0.614058614,-0.048379473,0.739090502,0.686237693,-0.076620251,0.739344299,0.72551769,-0.070326939,0.780764222,0.680908382,-0.002155874,0.778018832,0.639209807,-0.051204212,0.769795895,0.709357917,-0.068763897,0.770231783,0.744930387,-0.060193665,0.816721678,0.706203878,-0.017571261,0.813796103,0.66351229,-0.043845136,0.800632,0.710361779,-0.055371679,0.795854747,0.740462899,-0.04956416
One,0.782128811,0.889944077,-0.000129578,0.723246455,0.843851805,-0.033754922,0.691192031,0.764567196,-0.056017794,0.712951005,0.689234614,-0.075637326,0.761051476,0.656745434,-0.0844016,0.700105608,0.657705784,0.011890493,0.687235534,0.546346545,-0.011652129,0.679140568,0.485201865,-0.023050275,0.673925638,0.436895609,-0.024088737,0.742763579,0.66414547,0.008256747,0.741175056,0.611559749,-0.045023602,0.738032162,0.684149265,-0.073548779,0.736600101,0.725393891,-0.069351487,0.780359924,0.681817174,-0.001992033,0.778071463,0.640727341,-0.048255906,0.767559588,0.710640609,-0.068155624,0.766168237,0.746267438,-0.061974972,0.815577149,0.709723055,-0.01723933,0.813762009,0.667202115,-0.042259615,0.800409615,0.713320255,-0.054606151,0.795123339,0.743160784,-0.049991563
One,0.784996867,0.890768945,-0.000118077,0.724706054,0.843941331,-0.034682401,0.690874994,0.762843251,-0.05845838,0.713689089,0.686017334,-0.078471884,0.764583886,0.653695047,-0.087386869,0.701552093,0.659311533,0.003422341,0.689821899,0.548285484,-0.024111386,0.681539237,0.486745834,-0.038109284,0.67644906,0.437132806,-0.04045976,0.745726705,0.665906727,-0.001914979,0.74344933,0.612676382,-0.05819951,0.739905775,0.687068045,-0.083772026,0.739381373,0.726367772,-0.07741908,0.784701467,0.683777928,-0.013938515,0.780354619,0.643687129,-0.064469546,0.769075871,0.715115309,-0.081123486,0.768970072,0.748719454,-0.073454097,0.820539534,0.712038517,-0.031663559,0.816574931,0.67076689,-0.058825124,0.801499665,0.719856143,-0.069449566,0.79576993,0.748677909,-0.064449117
One,0.785009682,0.893102646,-0.000122213,0.724539697,0.844902158,-0.038620308,0.693601429,0.763591886,-0.061783195,0.720689833,0.688448846,-0.079721674,0.771640956,0.660425663,-0.084964715,0.70452112,0.661933064,-0.001595254,0.693348825,0.551670671,-0.02846268,0.684871554,0.490356326,-0.042086899,0.679265738,0.440587878,-0.043990396,0.749520123,0.668419182,-0.004160801,0.749679387,0.614745378,-0.058672592,0.745035112,0.686624885,-0.084470667,0.743489206,0.72710067,-0.078571506,0.788972914,0.687000334,-0.013182088,0.787258446,0.647939503,-0.064159051,0.775090873,0.717514753,-0.083981425,0.774089158,0.751581013,-0.077234194,0.824969769,0.716346502,-0.028083909,0.824293256,0.675948203,-0.057820223,0.808594882,0.722901165,-0.071936764,0.801926136,0.751536548,-0.068672538
One,0.786927462,0.893202782,-0.000107851,0.727856994,0.847323239,-0.043073621,0.696547031,0.768039048,-0.074704491,0.717680037,0.691846728,-0.102892682,0.761896551,0.65245235,-0.120731458,0.708386481,0.659704745,-0.01053132,0.696182668,0.549169362,-0.036920156,0.686584234,0.488021076,-0.050837245,0.680158436,0.439909458,-0.052869543,0.754799902,0.668251455,-0.013535638,0.752812803,0.613628507,-0.071183376,0.747572005,0.688105464,-0.098034531,0.746584475,0.729775667,-0.091685869,0.794986844,0.68976444,-0.023230148,0.790238082,0.6522879,-0.07626041,0.77769357,0.723348856,-0.09569028,0.777561843,0.756374121,-0.088566639,0.83183229,0.722077847,-0.038674761,0.829763174,0.683453977,-0.070388883,0.814514756,0.731107295,-0.083289281,0.809239507,0.757607639,-0.079278357
One,0.787180543,0.896009266,-0.000126351,0.730131209,0.847324729,-0.036782801,0.698614419,0.766649544,-0.065801814,0.721011043,0.692266762,-0.092197239,0.768044531,0.658478558,-0.108317152,0.709796846,0.659866273,-0.0047579,0.697561562,0.549166203,-0.031803686,0.689740419,0.487787187,-0.04566969,0.685655355,0.439843804,-0.048068538,0.755244195,0.668376803,-0.009357419,0.750079453,0.616462767,-0.066347234,0.746221662,0.690745652,-0.090782769,0.746974528,0.728396118,-0.082437634,0.794910967,0.689086974,-0.020646183,0.787178457,0.650744021,-0.070968531,0.776372135,0.721354723,-0.08694531,0.778110743,0.751082122,-0.078346387,0.831105828,0.720232129,-0.03730996,0.825782955,0.683072329,-0.066770166,0.810446024,0.730760753,-0.078518264,0.805852175,0.754584789,-0.073269933
One,0.789044023,0.897461295,-0.000132768,0.731215954,0.85131067,-0.038186699,0.700720668,0.771220267,-0.065650359,0.72609663,0.697595954,-0.090575442,0.774497569,0.666562021,-0.103828974,0.711737216,0.660269201,7.18E-05,0.701839983,0.548113346,-0.025141118,0.694263339,0.487331569,-0.035826463,0.690227687,0.439698637,-0.035174336,0.756358027,0.667254031,-0.003879194,0.751097023,0.618413091,-0.060182292,0.747681201,0.691970766,-0.086646229,0.748243928,0.729556918,-0.078899488,0.795697749,0.686367393,-0.01412833,0.788847268,0.651292205,-0.064901061,0.778495669,0.721653759,-0.084371328,0.779357791,0.753955007,-0.076808147,0.832052708,0.716610789,-0.030319119,0.82864213,0.676317155,-0.058944777,0.813311636,0.723928452,-0.072172277,0.807276309,0.75125438,-0.066943184
One,0.792462707,0.902008176,-0.000127281,0.73462379,0.856286228,-0.03632278,0.701895237,0.776686072,-0.064157672,0.726230145,0.703377366,-0.089942463,0.774652779,0.671084642,-0.10395512,0.714081049,0.665198803,-0.0044161,0.704100668,0.551611841,-0.029812131,0.696720123,0.488498569,-0.041726109,0.692290187,0.438683212,-0.04345867,0.759593964,0.672454238,-0.010196983,0.756991327,0.622584999,-0.064058445,0.752925992,0.696781874,-0.088038065,0.752614081,0.73655057,-0.081077889,0.799618304,0.692101717,-0.022585748,0.794283032,0.657185018,-0.073474884,0.783320189,0.7281093,-0.090869546,0.783552289,0.760818005,-0.083584294,0.83695358,0.722646892,-0.040387582,0.835172713,0.681667149,-0.069355503,0.820038319,0.730620325,-0.082325183,0.814145625,0.758874059,-0.077864051
One,0.793845534,0.905769467,-0.000138688,0.736242175,0.860656738,-0.036641717,0.70360297,0.777694345,-0.065703399,0.729771972,0.702670038,-0.092742324,0.78001672,0.670723855,-0.10772194,0.716257155,0.665845692,-0.003747746,0.706457973,0.552232146,-0.031147555,0.698933423,0.489578187,-0.04298744,0.694836915,0.44015646,-0.043911286,0.762434304,0.674021244,-0.010269352,0.757612348,0.624729335,-0.068445347,0.753611505,0.69993633,-0.092670031,0.7543028,0.737613142,-0.08331009,0.802765191,0.694263339,-0.023128547,0.795684516,0.65986377,-0.076416761,0.784329653,0.731580913,-0.092918552,0.785207391,0.762296498,-0.083825879,0.840145946,0.72510165,-0.042099498,0.836535394,0.687416673,-0.071058437,0.821097255,0.737437844,-0.082582958,0.815752685,0.763268828,-0.076338343
One,0.794292033,0.909231544,-0.000136892,0.736382723,0.862308741,-0.034689777,0.704138219,0.779232979,-0.065031759,0.730724812,0.70316565,-0.093805112,0.781666875,0.672523141,-0.112033196,0.717651665,0.668931127,-0.003203243,0.70776403,0.554669619,-0.03217566,0.699824452,0.49227497,-0.046608232,0.695581853,0.443119556,-0.048830468,0.764600217,0.675319195,-0.011560636,0.758222699,0.623641074,-0.069891542,0.754158854,0.698766768,-0.094912007,0.755480349,0.73519665,-0.086084224,0.80562526,0.69425422,-0.026256327,0.796590567,0.658301532,-0.079121873,0.785122037,0.729423821,-0.095159739,0.786999047,0.758423507,-0.085812464,0.843401253,0.724633932,-0.046462979,0.836769104,0.686351895,-0.076467134,0.819975793,0.736007869,-0.087374575,0.814913094,0.761489809,-0.081007384
One,0.797066033,0.910829127,-0.000138614,0.739729822,0.865118265,-0.037807476,0.706190228,0.780591488,-0.070325419,0.731913686,0.703137636,-0.101472087,0.783532262,0.67295903,-0.121791877,0.720355034,0.667734325,-0.006370278,0.710825324,0.551297903,-0.035791717,0.702560008,0.488357812,-0.049153339,0.698262036,0.439025849,-0.04940813,0.76779902,0.674765229,-0.014243401,0.760760248,0.62589103,-0.075363643,0.756087005,0.70246774,-0.09821745,0.758214235,0.736812174,-0.08493457,0.809652865,0.694286346,-0.029003773,0.800194502,0.660451591,-0.08323811,0.788208425,0.732739389,-0.097543232,0.790291071,0.760792613,-0.085721098,0.848237634,0.725114763,-0.049605124,0.84242636,0.686730385,-0.079462454,0.825664222,0.736830652,-0.088323042,0.821154237,0.760501325,-0.079510011
One,0.800353706,0.916039765,-0.000128086,0.74189347,0.869099736,-0.039147358,0.707203269,0.784885883,-0.071283191,0.733772933,0.707573056,-0.101537228,0.786362946,0.674944341,-0.120152824,0.722665608,0.668465257,-0.004594836,0.712887585,0.551838696,-0.029243637,0.704854727,0.489898562,-0.039557029,0.700235784,0.441393375,-0.038802952,0.770577073,0.675414681,-0.011589541,0.762298644,0.627462387,-0.071330458,0.758805811,0.703797162,-0.096910611,0.761291564,0.738916457,-0.086616829,0.812684774,0.694930434,-0.024824871,0.802872717,0.662507117,-0.078228518,0.791952968,0.734129727,-0.094913699,0.794456601,0.762991309,-0.085965246,0.852636099,0.72548604,-0.044470668,0.848202229,0.68625617,-0.073329858,0.832727611,0.735969543,-0.084944159,0.829110682,0.760688782,-0.079333581
One,0.804244161,0.9194839,-0.000138946,0.747332633,0.871635079,-0.038699895,0.710980892,0.782569826,-0.071951106,0.735922456,0.701989233,-0.104149885,0.789968967,0.668260276,-0.125371262,0.72471416,0.669033229,-0.000478677,0.713634968,0.553256691,-0.031826686,0.706021667,0.492118835,-0.045776121,0.702052295,0.441744745,-0.045837387,0.77277714,0.673758388,-0.010232293,0.76124084,0.630491793,-0.07805948,0.759293616,0.710625708,-0.104468256,0.763837516,0.744164288,-0.091683537,0.815437853,0.691455901,-0.027118448,0.803061187,0.663422763,-0.087565318,0.793073237,0.738452852,-0.103549115,0.796906292,0.766597271,-0.092155524,0.856438398,0.720536172,-0.050591197,0.847857535,0.68806684,-0.083472021,0.831252873,0.740806997,-0.093658581,0.827459097,0.764380276,-0.085131861
One,0.803107858,0.916392207,-0.000123051,0.743884146,0.870105624,-0.034885172,0.709385872,0.783455133,-0.068676867,0.730723739,0.703492582,-0.103733614,0.779137969,0.664860845,-0.131634101,0.725539923,0.664906323,0.001963637,0.715315342,0.548152804,-0.025960961,0.707769573,0.486456513,-0.038436323,0.703815639,0.437152326,-0.037437759,0.773572147,0.669930279,-0.008607096,0.761905551,0.622749448,-0.071058102,0.757296443,0.700725675,-0.101084247,0.761465669,0.738176286,-0.093480818,0.81574738,0.689897001,-0.026074914,0.801740468,0.662791491,-0.082913168,0.790117562,0.736537039,-0.102094904,0.794617772,0.765387774,-0.094434798,0.85586226,0.720815063,-0.048747618,0.844681382,0.690363169,-0.081514135,0.827463269,0.741333306,-0.094270818,0.82439357,0.764480233,-0.089441217
One,0.806199312,0.919245958,-0.000142478,0.747510314,0.871519387,-0.042109195,0.712222338,0.783299625,-0.078866914,0.736117303,0.701622009,-0.114595994,0.787946045,0.664528191,-0.140924603,0.727493107,0.664604545,-0.004705698,0.716613531,0.547025681,-0.034535863,0.708874106,0.485018909,-0.048021171,0.705287933,0.434495747,-0.048608419,0.776563108,0.67174232,-0.013572698,0.764974952,0.621148586,-0.082056679,0.761594951,0.70340097,-0.10682074,0.766337216,0.739818215,-0.092092372,0.819678903,0.691852272,-0.029906813,0.806829929,0.656010687,-0.091380797,0.795571864,0.73318392,-0.104723133,0.799806297,0.764401913,-0.090520732,0.861083567,0.723881781,-0.052964259,0.852952361,0.680998266,-0.087446362,0.834711015,0.733275533,-0.095637098,0.830478668,0.760374784,-0.085773021
One,0.804568648,0.919906735,-0.000126666,0.746094167,0.871728659,-0.039353359,0.711549163,0.783036828,-0.07713788,0.732985377,0.700993955,-0.115416691,0.78115654,0.658410907,-0.145777166,0.727854669,0.662551582,-0.003558099,0.71770519,0.546726704,-0.032985181,0.710825205,0.483450174,-0.048131183,0.707334459,0.43077448,-0.050425828,0.776180685,0.668134212,-0.01365128,0.763068676,0.617814183,-0.078468025,0.759325802,0.69741267,-0.107323237,0.76479882,0.735448778,-0.098348618,0.81904614,0.688217521,-0.031104131,0.803789556,0.655982733,-0.091862895,0.792908251,0.730786622,-0.108664729,0.798569977,0.762250364,-0.09850236,0.861037016,0.719847083,-0.054539949,0.849134922,0.681515038,-0.089836583,0.831219792,0.731664002,-0.100935899,0.828479052,0.757795036,-0.094587043
One,0.807490766,0.915129483,-0.000132565,0.748569429,0.86745739,-0.045100391,0.713639677,0.779501677,-0.083810002,0.734433949,0.698354661,-0.123211622,0.782503128,0.657077968,-0.153749272,0.730401218,0.656678677,-0.009356538,0.720532119,0.536453962,-0.041972835,0.713015676,0.471758902,-0.056797154,0.708891451,0.41867727,-0.056456361,0.779119849,0.663091838,-0.017158244,0.767781496,0.614245713,-0.088669635,0.764343083,0.694474876,-0.120692685,0.768447459,0.730471134,-0.110642448,0.822227001,0.682612777,-0.032780733,0.810966492,0.653571784,-0.096482396,0.799769104,0.728078425,-0.115623787,0.803034902,0.757210672,-0.104992479,0.864489853,0.713500202,-0.054609004,0.858021021,0.677129269,-0.091062784,0.840073168,0.726914525,-0.105101727,0.834793627,0.750500739,-0.099670626
One,0.810218215,0.916125298,-0.000133386,0.749658644,0.866018832,-0.042108446,0.714443684,0.775096238,-0.079490334,0.738551438,0.692520082,-0.1163361,0.790466785,0.655254304,-0.143999204,0.730526805,0.65339303,-0.006868939,0.720137298,0.534782529,-0.039771475,0.713401675,0.469780922,-0.057079531,0.709986866,0.415536433,-0.060916245,0.780584395,0.660728335,-0.015208444,0.768182576,0.61143899,-0.083967559,0.763940513,0.692909837,-0.112697393,0.768069029,0.729897022,-0.101555549,0.824742138,0.682388425,-0.03174445,0.810368836,0.649523318,-0.093594097,0.799252927,0.72572881,-0.110911861,0.803925395,0.757000685,-0.100164354,0.867698014,0.716567039,-0.054661259,0.856616139,0.676519394,-0.08966881,0.838151753,0.72900331,-0.101148695,0.834230065,0.755806625,-0.094506554
One,0.809594214,0.914316177,-0.000134004,0.748470187,0.864814878,-0.037604477,0.712126017,0.77221632,-0.074081331,0.736589909,0.688559353,-0.111343898,0.788049281,0.651213825,-0.140436605,0.729627848,0.650103629,-0.000295686,0.719499588,0.532113433,-0.033704236,0.712797821,0.467585057,-0.050157357,0.709493458,0.415035814,-0.052402534,0.779399276,0.654856801,-0.011383652,0.767773867,0.602163076,-0.080584794,0.763247967,0.681896865,-0.111961685,0.767407715,0.721473098,-0.103251137,0.823587537,0.674881816,-0.029940909,0.808946729,0.647738576,-0.092747569,0.798308194,0.723330617,-0.112678692,0.804098904,0.753852904,-0.103509076,0.866631806,0.707409501,-0.054133803,0.852328897,0.673644245,-0.090608329,0.834408343,0.724651337,-0.103548609,0.83200264,0.749963462,-0.098409891
